"unique_ter_id","transect","nvisits","sp_name","sp_english","sp_code","pop_den","imperv","tcd","light","noise","veg_pca1","veg_pca2","ndvi","glcm","glcm_hmg"
"BE23_T_3_Syatri","be23",3,"Sylvia atricapilla","Eurasian Blackcap","Syatri",293.726568341255,50.7909932199121,25.87,29.3400268554688,49.3014303207397,1821.1882455194,-226.750262712836,0.248624018481787,0.635876563563943,0.429057590514421
"BE23_T_3_Tumeru","be23",1,"Turdus merula","Common Blackbird","Tumeru",37.8254505842924,29.4053595167398,32.42,26.0960666656494,47.4597867965698,918.443551542759,-886.127375405729,0.361052984649432,0.698514061644673,0.449351890720427
"BE23_T_4_Cocorn","be23",4,"Corvus corone","Hooded Crow","Cocorn",289.749498490244,78.8842080199719,7.42,28.0993991851807,48.770040397644,2174.56705678225,654.05958044529,0.15255331291919,0.578564061895013,0.487670497260988
"BE23_T_4_Colivi","be23",2,"Columba livia","Feral pigeons","Colivi",66.0506607890129,66.0036770629883,5.77,26.5202983856201,62.3787030792236,692.861789298356,208.784252134562,0.249660286633298,0.637454686835408,0.477490383461118
"BE23_T_4_Copalu","be23",2,"Columba palumbus","Common Wood Pigeon","Copalu",269.806424695998,76.5175777196884,6.63,26.3322944641113,50.5523492050171,1469.99071401417,1528.18283416528,0.096446793176583,0.529251560941339,0.533196624368429
"BE23_T_4_Errube","be23",3,"Erithacus rubecula","European Robin","Errube",216.307009498589,87.7077714729309,0.84,32.6671676635742,52.8347783279419,2407.40952020645,2067.90869266868,0.0362866207617117,0.498448438346386,0.472949506156147
"BE23_T_4_Pacaer","be23",4,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",111.017861947417,82.2315852928162,4.62,27.2723140716553,69.692324256897,959.402983205318,1911.2918123436,0.0617822469287057,0.505567186847329,0.56818281698972
"BE23_T_4_Pamajo","be23",2,"Parus major","Great Tit","Pamajo",269.806424695998,76.5175777196884,6.63,26.3322944641113,50.5523492050171,1469.99071401417,1528.18283416528,0.096446793176583,0.529251560941339,0.533196624368429
"BE23_T_4_Phochr","be23",3,"Phoenicurus ochruros","Black Redstart","Phochr",264.341595135629,97.3878550720215,0,26.3322944641113,44.6591818237305,818.768008038402,2397.35538367271,0.00589804388839184,0.477462501525879,0.615896018669009
"BE23_T_4_Stvulg","be23",4,"Sturnus vulgaris","Common Starling","Stvulg",293.726568341255,50.7909932199121,25.87,29.3400268554688,49.3014303207397,1821.1882455194,-226.750262712836,0.248624018481787,0.635876563563943,0.429057590514421
"BE23_T_4_Syatri","be23",3,"Sylvia atricapilla","Eurasian Blackcap","Syatri",21.0457208603621,48.6034203839302,9.97,29.4323764801025,58.2820965957642,1436.17578326106,185.965100063384,0.251597209331521,0.631387500539422,0.434373812526464
"BE23_T_4_Tumeru","be23",3,"Turdus merula","Common Blackbird","Tumeru",37.8254505842924,29.4053595167398,32.42,26.0960666656494,47.4597867965698,918.443551542759,-886.127375405729,0.361052984649432,0.698514061644673,0.449351890720427
"BE23_T_5_Cocorn","be23",5,"Corvus corone","Hooded Crow","Cocorn",345.609233874828,65.9290790176392,17.59,32.0492210388184,55.0641528701782,203.646617825031,835.682969050407,0.205109338048205,0.601840624883771,0.4590642670542
"BE23_T_5_Colivi","be23",2,"Columba livia","Feral pigeons","Colivi",66.0506607890129,66.0036770629883,5.77,26.5202983856201,62.3787030792236,692.861789298356,208.784252134562,0.249660286633298,0.637454686835408,0.477490383461118
"BE23_T_5_Copalu","be23",2,"Columba palumbus","Common Wood Pigeon","Copalu",41.051742894575,82.1292361831665,0.5,26.5202983856201,70.2595236206055,1105.20755160332,1268.43864541057,0.129650637794985,0.554871875792742,0.565184580683708
"BE23_T_5_Errube","be23",3,"Erithacus rubecula","European Robin","Errube",293.726568341255,50.7909932199121,25.87,29.3400268554688,49.3014303207397,1821.1882455194,-226.750262712836,0.248624018481787,0.635876563563943,0.429057590514421
"BE23_T_5_Pacaer","be23",3,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",279.942005075514,76.3778708648682,4.04,26.5202983856201,55.016628112793,1705.90856141627,961.122144543529,0.151223543774104,0.567875000089407,0.469818723835051
"BE23_T_5_Pamajo","be23",2,"Parus major","Great Tit","Pamajo",66.0506607890129,66.0036770629883,5.77,26.5202983856201,62.3787030792236,692.861789298356,208.784252134562,0.249660286633298,0.637454686835408,0.477490383461118
"BE23_T_5_Phochr","be23",2,"Phoenicurus ochruros","Black Redstart","Phochr",197.246535539627,92.097883014679,0.58,26.3322944641113,45.3105714797974,1704.53930038571,1689.96674894333,0.0582012291342471,0.511882812008262,0.510323748476803
"BE23_T_5_Tumeru","be23",1,"Turdus merula","Common Blackbird","Tumeru",384.665470696986,81.108754799366,6.26,26.3322944641113,43.2588223266602,1708.3729712826,1619.94235249519,0.0861206585445325,0.520695313811302,0.531197503469884
"BE23_T_6_Cocorn","be23",6,"Corvus corone","Hooded Crow","Cocorn",318.502619050443,63.5414993929863,9.99,28.6893653869629,62.1381880569458,625.669915495515,1172.51364949942,0.178566451245861,0.57841249845922,0.499352213405073
"BE23_T_6_Colivi","be23",3,"Columba livia","Feral pigeons","Colivi",216.307009498589,87.7077714729309,0.84,32.6671676635742,52.8347783279419,2407.40952020645,2067.90869266868,0.0362866207617117,0.498448438346386,0.472949506156147
"BE23_T_6_Copalu","be23",3,"Columba palumbus","Common Wood Pigeon","Copalu",66.0506607890129,66.0036770629883,5.77,26.5202983856201,62.3787030792236,692.861789298356,208.784252134562,0.249660286633298,0.637454686835408,0.477490383461118
"BE23_T_6_Pacaer","be23",2,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",194.190513629466,89.3299253463745,1.59,27.172431602478,48.7194751739502,2370.1701753819,2087.90585907936,0.00380492713105923,0.476017186716199,0.57212464928627
"BE23_T_6_Pamajo","be23",1,"Parus major","Great Tit","Pamajo",279.942005075514,76.3778708648682,4.04,26.5202983856201,55.016628112793,1705.90856141627,961.122144543529,0.151223543774104,0.567875000089407,0.469818723835051
"BE23_T_6_Phochr","be23",2,"Phoenicurus ochruros","Black Redstart","Phochr",269.806424695998,76.5175777196884,6.63,26.3322944641113,50.5523492050171,1469.99071401417,1528.18283416528,0.096446793176583,0.529251560941339,0.533196624368429
"BE23_T_6_Tumeru","be23",3,"Turdus merula","Common Blackbird","Tumeru",269.806424695998,76.5175777196884,6.63,26.3322944641113,50.5523492050171,1469.99071401417,1528.18283416528,0.096446793176583,0.529251560941339,0.533196624368429
"BE23_T_7_Colivi","be23",2,"Columba livia","Feral pigeons","Colivi",44.8456179834902,65.3638955819607,0,32.6671676635742,72.4630561447144,1413.6780267334,821.528051233292,0.174440114449899,0.582782812193036,0.501519558988512
"BE23_T_7_Copalu","be23",4,"Columba palumbus","Common Wood Pigeon","Copalu",294.226609826088,59.1882335090637,23.13,33.0416305541992,46.3141556930542,1162.83393541336,-88.529877628088,0.258080324016773,0.63796093814075,0.396975501812994
"BE23_T_7_Pacaer","be23",3,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",294.226609826088,59.1882335090637,23.13,33.0416305541992,46.3141556930542,1162.83393541336,-88.529877628088,0.258080324016773,0.63796093814075,0.396975501812994
"BE23_T_7_Pamajo","be23",3,"Parus major","Great Tit","Pamajo",279.942005075514,76.3778708648682,4.04,26.5202983856201,55.016628112793,1705.90856141627,961.122144543529,0.151223543774104,0.567875000089407,0.469818723835051
"BE23_T_7_Phochr","be23",2,"Phoenicurus ochruros","Black Redstart","Phochr",279.942005075514,76.3778708648682,4.04,26.5202983856201,55.016628112793,1705.90856141627,961.122144543529,0.151223543774104,0.567875000089407,0.469818723835051
"BE23_T_7_Tumeru","be23",3,"Turdus merula","Common Blackbird","Tumeru",66.0506607890129,66.0036770629883,5.77,26.5202983856201,62.3787030792236,692.861789298356,208.784252134562,0.249660286633298,0.637454686835408,0.477490383461118
"BE23_T_8_Colivi","be23",3,"Columba livia","Feral pigeons","Colivi",293.726568341255,50.7909932199121,25.87,29.3400268554688,49.3014303207397,1821.1882455194,-226.750262712836,0.248624018481787,0.635876563563943,0.429057590514421
"BE23_T_8_Copalu","be23",1,"Columba palumbus","Common Wood Pigeon","Copalu",279.942005075514,76.3778708648682,4.04,26.5202983856201,55.016628112793,1705.90856141627,961.122144543529,0.151223543774104,0.567875000089407,0.469818723835051
"BE23_T_8_Pacaer","be23",3,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",333.633751932532,77.2239960241318,8.24,30.2635231018066,47.8719026565552,1181.15097782969,1229.57389127731,0.133393342781528,0.555131250470877,0.497349005043507
"BE23_T_8_Pamajo","be23",3,"Parus major","Great Tit","Pamajo",294.226609826088,59.1882335090637,23.13,33.0416305541992,46.3141556930542,1162.83393541336,-88.529877628088,0.258080324016773,0.63796093814075,0.396975501812994
"BE23_T_8_Phochr","be23",3,"Phoenicurus ochruros","Black Redstart","Phochr",279.942005075514,76.3778708648682,4.04,26.5202983856201,55.016628112793,1705.90856141627,961.122144543529,0.151223543774104,0.567875000089407,0.469818723835051
"BE23_T_8_Tumeru","be23",4,"Turdus merula","Common Blackbird","Tumeru",41.051742894575,82.1292361831665,0.5,26.5202983856201,70.2595236206055,1105.20755160332,1268.43864541057,0.129650637794985,0.554871875792742,0.565184580683708
"BE23_T_9_Colivi","be23",3,"Columba livia","Feral pigeons","Colivi",155.578235208988,74.0844475018978,4.29,29.3400268554688,60.6625130081177,1032.88895410702,1083.4342401278,0.139789127170516,0.562873437926173,0.476499593555927
"BE23_T_9_Copalu","be23",4,"Columba palumbus","Common Wood Pigeon","Copalu",203.256515901536,52.647499461174,17.95,29.4323764801025,57.9146695327759,841.785859487057,-284.407460000515,0.306221811093274,0.677117188423872,0.439458040520549
"BE23_T_9_Pacaer","be23",3,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",293.726568341255,50.7909932199121,25.87,29.3400268554688,49.3014303207397,1821.1882455194,-226.750262712836,0.248624018481787,0.635876563563943,0.429057590514421
"BE23_T_9_Pamajo","be23",3,"Parus major","Great Tit","Pamajo",203.256515901536,52.647499461174,17.95,29.4323764801025,57.9146695327759,841.785859487057,-284.407460000515,0.306221811093274,0.677117188423872,0.439458040520549
"BE23_T_9_Phochr","be23",3,"Phoenicurus ochruros","Black Redstart","Phochr",194.190513629466,89.3299253463745,1.59,27.172431602478,48.7194751739502,2370.1701753819,2087.90585907936,0.00380492713105923,0.476017186716199,0.57212464928627
"BE23_T_9_Tumeru","be23",3,"Turdus merula","Common Blackbird","Tumeru",66.0506607890129,66.0036770629883,5.77,26.5202983856201,62.3787030792236,692.861789298356,208.784252134562,0.249660286633298,0.637454686835408,0.477490383461118
"BE24_T_10_Cocorn","be24",1,"Corvus corone","Hooded Crow","Cocorn",217.867632798851,64.7968818950653,7.48,21.5341920852661,47.3835057830811,-561.445107054114,1730.81082446098,0.147486852168804,0.574876562952995,0.364955497123301
"BE24_T_10_Copalu","be24",1,"Columba palumbus","Common Wood Pigeon","Copalu",263.524043731391,68.4301867961884,9.04,23.2158813476562,55.5678182220459,-421.627022744417,1824.44928644717,0.150378199676925,0.569657811820507,0.374576524682343
"BE24_T_10_Pacaer","be24",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",21.2199753187597,86.3229825973511,2.13,19.355541229248,55.9177920532227,1661.71056480169,2879.0413390255,-0.0196842873285641,0.464073437526822,0.582770901247859
"BE24_T_10_Pamajo","be24",2,"Parus major","Great Tit","Pamajo",7.59019434871152,13.6991351756454,66.38,18.6062870025635,54.7884393692017,-1223.39095629901,-918.09900598526,0.48397645744737,0.773564061224461,0.51094039272517
"BE24_T_10_Tumeru","be24",3,"Turdus merula","Common Blackbird","Tumeru",66.2997674196959,31.8569304823875,32.46,18.6062870025635,53.2067566299438,-248.2163857162,78.5983757221699,0.332133802272729,0.685642188638449,0.506149999797344
"BE24_T_11_Cocorn","be24",1,"Corvus corone","Hooded Crow","Cocorn",172.850118368864,25.9209303236008,40.62,19.852502822876,52.0518504714966,-1017.29256276906,-48.2327637505531,0.36550642631657,0.715901562869549,0.483049921952188
"BE24_T_11_Copalu","be24",2,"Columba palumbus","Common Wood Pigeon","Copalu",86.2084000911564,94.3241249084473,0,20.793062210083,67.7419979095459,-112.334742286205,2806.91275712967,-0.0152475181873888,0.459193750247359,0.557780501581728
"BE24_T_11_Pacaer","be24",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",263.524043731391,68.4301867961884,9.04,23.2158813476562,55.5678182220459,-421.627022744417,1824.44928644717,0.150378199676925,0.569657811820507,0.374576524682343
"BE24_T_11_Pamajo","be24",3,"Parus major","Great Tit","Pamajo",7.59019434871152,13.6991351756454,66.38,18.6062870025635,54.7884393692017,-1223.39095629901,-918.09900598526,0.48397645744737,0.773564061224461,0.51094039272517
"BE24_T_11_Tumeru","be24",1,"Turdus merula","Common Blackbird","Tumeru",30.3445045351982,34.6987168192863,35.15,20.0143466949463,53.1438792419434,-320.338364679217,-502.434941987991,0.363613077771151,0.717221874967217,0.492239524833858
"BE24_T_12_Pacaer","be24",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",217.867632798851,64.7968818950653,7.48,21.5341920852661,47.3835057830811,-561.445107054114,1730.81082446098,0.147486852168804,0.574876562952995,0.364955497123301
"BE24_T_12_Pamajo","be24",1,"Parus major","Great Tit","Pamajo",262.20742226392,66.1267043685913,4.72,18.6062870025635,46.9031597518921,0.852196865081787,502.861009438038,0.255034170623649,0.631065625250339,0.388911116831005
"BE24_T_12_Tumeru","be24",2,"Turdus merula","Common Blackbird","Tumeru",187.949981369078,45.6060956859589,16.32,18.6062870025635,49.606971206665,-2.25575110733509,711.996001024246,0.246919582603732,0.635839063301682,0.474209638424218
"BE24_T_13_Pacaer","be24",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",0,4.18805393517017,53.56,19.852502822876,54.1991119766235,-692.63192469269,-1691.24917320311,0.52568440310657,0.808871874213219,0.58777681093663
"BE24_T_13_Pamajo","be24",1,"Parus major","Great Tit","Pamajo",187.949981369078,45.6060956859589,16.32,18.6062870025635,49.606971206665,-2.25575110733509,711.996001024246,0.246919582603732,0.635839063301682,0.474209638424218
"BE24_T_13_Tumeru","be24",3,"Turdus merula","Common Blackbird","Tumeru",127.7235295102,37.4884679222107,25.05,18.8687353134155,50.0800821685791,-412.265879135728,539.563952982426,0.299239746796084,0.666998438239098,0.449202990345657
"BE24_T_14_Pacaer","be24",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",233.43509523198,59.0411482381821,20.14,19.7380542755127,47.1292904281616,-531.437817964554,1208.14416749537,0.202701471942855,0.599139062911272,0.351441433243454
"BE24_T_14_Pamajo","be24",2,"Parus major","Great Tit","Pamajo",21.2199753187597,86.3229825973511,2.13,19.355541229248,55.9177920532227,1661.71056480169,2879.0413390255,-0.0196842873285641,0.464073437526822,0.582770901247859
"BE24_T_14_Tumeru","be24",1,"Turdus merula","Common Blackbird","Tumeru",162.165932163596,45.9815277457237,5.35,19.7280332565308,48.4058422851562,-72.5626535773277,530.701616055071,0.276245850076666,0.654745312333107,0.423313294611871
"BE24_T_15_Pacaer","be24",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",121.795918732882,74.5155691337585,5.66,19.852502822876,54.3373287963867,-619.384869444966,1708.15579890847,0.130113983700285,0.55887500077486,0.419110875353217
"BE24_T_15_Pamajo","be24",2,"Parus major","Great Tit","Pamajo",48.3707026168704,82.7702959442139,0.56,20.7483234405518,63.3290567779541,201.410162632465,2409.50743423462,0.0441913628374459,0.502732813507318,0.452301486469805
"BE24_T_15_Tumeru","be24",3,"Turdus merula","Common Blackbird","Tumeru",230.112357676029,34.6207557618618,31.81,20.0519323348999,47.9582499313355,-275.827562996894,1164.37672453821,0.236856141523313,0.627439063042402,0.413285638578236
"BE24_T_16_Pamajo","be24",3,"Parus major","Great Tit","Pamajo",197.431701984257,60.6376372909546,10.55,21.5341920852661,49.2704556655884,360.277653364893,1758.14980413795,0.144661496407934,0.562582811489701,0.382628299482167
"BE24_T_16_Tumeru","be24",2,"Turdus merula","Common Blackbird","Tumeru",140.437380746938,39.4062465381622,21.98,19.355541229248,51.781216506958,-292.012303695679,921.881598407626,0.252103982452754,0.638760939538479,0.45658631939441
"BE24_T_17_Pamajo","be24",3,"Parus major","Great Tit","Pamajo",217.867632798851,64.7968818950653,7.48,21.5341920852661,47.3835057830811,-561.445107054114,1730.81082446098,0.147486852168804,0.574876562952995,0.364955497123301
"BE24_T_17_Tumeru","be24",1,"Turdus merula","Common Blackbird","Tumeru",4.73902692832053,77.2076815605164,4.43,19.355541229248,57.0599967193603,2172.05598123431,1656.34424756331,0.0526943611048046,0.503787500634789,0.537287024892867
"BE24_T_18_Pamajo","be24",1,"Parus major","Great Tit","Pamajo",38.9628516919911,22.9280093557388,46.07,19.7380542755127,51.0600749206543,-1174.96139441967,-154.847339152098,0.388175382695263,0.724029687345028,0.469756986871362
"BE24_T_18_Tumeru","be24",1,"Turdus merula","Common Blackbird","Tumeru",101.923441373976,68.5585890102386,10.93,19.604022026062,69.0602626800537,-5.02452027022839,2272.90840711979,0.0653351946419571,0.519373437464237,0.426255902089179
"BE24_T_19_Pamajo","be24",1,"Parus major","Great Tit","Pamajo",0,25.4044864034653,38.18,19.7380542755127,52.288422088623,-387.93885198772,-799.775216748714,0.428718819317874,0.754334374517202,0.510736783929169
"BE24_T_19_Tumeru","be24",2,"Turdus merula","Common Blackbird","Tumeru",197.431701984257,60.6376372909546,10.55,21.5341920852661,49.2704556655884,360.277653364893,1758.14980413795,0.144661496407934,0.562582811489701,0.382628299482167
"BE24_T_1_Cacard","be24",1,"Carduelis carduelis","European Goldfinch","Cacard",315.067401766777,78.9957602500915,3.39,18.6210193634033,72.1478592300415,-312.136928465366,2440.90912743568,0.0543065536121139,0.500284375101328,0.437257426679134
"BE24_T_1_Cebrac","be24",1,"Certhia brachydactyla","Short-toed treecreeper","Cebrac",7.59019434871152,13.6991351756454,66.38,18.6062870025635,54.7884393692017,-1223.39095629901,-918.09900598526,0.48397645744737,0.773564061224461,0.51094039272517
"BE24_T_1_Chchlo","be24",1,"Chloris chloris","European greenfinch","Chchlo",182.158674716949,64.7956671619415,7.11,18.7015399932861,49.018853263855,-457.321640968323,1885.38107892036,0.129789762882356,0.552043749019504,0.45969066478312
"BE24_T_1_Cocorn","be24",1,"Corvus corone","Hooded Crow","Cocorn",198.333615347743,79.5434457015991,3.23,18.3668956756592,66.747643661499,-201.022018885612,2340.01772573829,0.0500216508918675,0.502793750539422,0.481931495852768
"BE24_T_1_Copalu","be24",1,"Columba palumbus","Common Wood Pigeon","Copalu",173.199869453907,65.9222009992599,10.44,18.3668956756592,61.9266087722778,-453.876657352448,1586.57104310513,0.163074237922556,0.579862499982119,0.381840836107731
"BE24_T_1_Demajo","be24",1,"Dendrocopos major","Great Spotted Woodpecker","Demajo",7.59019434871152,13.6991351756454,66.38,18.6062870025635,54.7884393692017,-1223.39095629901,-918.09900598526,0.48397645744737,0.773564061224461,0.51094039272517
"BE24_T_1_Errube","be24",1,"Erithacus rubecula","European Robin","Errube",0,3.80228426873684,63.51,18.6062870025635,54.2525950241089,-739.863679201603,-2259.12549101114,0.561937415897846,0.840342187732458,0.587146934494376
"BE24_T_1_Frcoel","be24",1,"Fringilla coelebs","Common Chaffinch","Frcoel",7.59019434871152,13.6991351756454,66.38,18.6062870025635,54.7884393692017,-1223.39095629901,-918.09900598526,0.48397645744737,0.773564061224461,0.51094039272517
"BE24_T_1_Pacaer","be24",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",252.041023984551,65.4539489936829,8.04,18.4424114227295,51.7636211395264,-560.810227491856,1944.56497945786,0.131159520145302,0.557671876251698,0.388296107724309
"BE24_T_1_Pamajo","be24",1,"Parus major","Great Tit","Pamajo",233.43509523198,59.0411482381821,20.14,19.7380542755127,47.1292904281616,-531.437817964554,1208.14416749537,0.202701471942855,0.599139062911272,0.351441433243454
"BE24_T_1_Phochr","be24",1,"Phoenicurus ochruros","Black Redstart","Phochr",315.067401766777,78.9957602500915,3.39,18.6210193634033,72.1478592300415,-312.136928465366,2440.90912743568,0.0543065536121139,0.500284375101328,0.437257426679134
"BE24_T_1_Phphoe","be24",1,"Phoenicurus phoenicurus","Common Redstart","Phphoe",127.7235295102,37.4884679222107,25.05,18.8687353134155,50.0800821685791,-412.265879135728,539.563952982426,0.299239746796084,0.666998438239098,0.449202990345657
"BE24_T_1_Pipica","be24",2,"Pica pica","Eurasian Magpie","Pipica",328.618152141571,63.8085377407074,9.79,18.4939575195312,53.0435349273682,-741.794662688971,1693.1676583004,0.168714193128835,0.579629687219858,0.377947627678514
"BE24_T_1_Sieuro","be24",1,"Sitta europaea","Eurasian Nuthatch","Sieuro",0,3.80228426873684,63.51,18.6062870025635,54.2525950241089,-739.863679201603,-2259.12549101114,0.561937415897846,0.840342187732458,0.587146934494376
"BE24_T_1_Stvulg","be24",2,"Sturnus vulgaris","Common Starling","Stvulg",148.852500736713,48.9831444644928,23.87,18.6210193634033,57.9182704162598,-951.361313512921,1577.41359329224,0.19232235195399,0.592815626487136,0.447990213558078
"BE24_T_1_Syatri","be24",1,"Sylvia atricapilla","Eurasian Blackcap","Syatri",53.3265699595213,46.3855585101247,27.35,19.5621570587158,60.3371811294556,841.827352055311,397.703415817171,0.262251774736906,0.632189062982798,0.402707271333784
"BE24_T_1_Sycurr","be24",1,"Sylvia curruca","Lesser whitethroat","Sycurr",127.382361069322,74.3466053915024,3.32,19.1311836242676,63.2752018737793,-292.449289317131,2216.78528049409,0.0869833025778644,0.527625000476837,0.442004950903356
"BE24_T_1_Trtrog","be24",1,"Troglodytes troglodytes","Eurasian wren","Trtrog",0,3.80228426873684,63.51,18.6062870025635,54.2525950241089,-739.863679201603,-2259.12549101114,0.561937415897846,0.840342187732458,0.587146934494376
"BE24_T_1_Tumeru","be24",1,"Turdus merula","Common Blackbird","Tumeru",91.8308595642447,70.6886883926392,11.06,18.3668956756592,72.7554251480103,-278.171857725382,2348.25073933125,0.0546055348147638,0.502242187485099,0.487909529283643
"BE24_T_20_Pamajo","be24",1,"Parus major","Great Tit","Pamajo",0,4.18805393517017,53.56,19.852502822876,54.1991119766235,-692.63192469269,-1691.24917320311,0.52568440310657,0.808871874213219,0.58777681093663
"BE24_T_20_Tumeru","be24",1,"Turdus merula","Common Blackbird","Tumeru",197.431701984257,60.6376372909546,10.55,21.5341920852661,49.2704556655884,360.277653364893,1758.14980413795,0.144661496407934,0.562582811489701,0.382628299482167
"BE24_T_21_Tumeru","be24",2,"Turdus merula","Common Blackbird","Tumeru",217.867632798851,64.7968818950653,7.48,21.5341920852661,47.3835057830811,-561.445107054114,1730.81082446098,0.147486852168804,0.574876562952995,0.364955497123301
"BE24_T_22_Tumeru","be24",2,"Turdus merula","Common Blackbird","Tumeru",172.850118368864,25.9209303236008,40.62,19.852502822876,52.0518504714966,-1017.29256276906,-48.2327637505531,0.36550642631657,0.715901562869549,0.483049921952188
"BE24_T_23_Tumeru","be24",1,"Turdus merula","Common Blackbird","Tumeru",52.2632301151752,10.8567841172218,50.93,19.6890048980713,52.5518830108643,-554.333780966401,-1238.32122555375,0.477725641606376,0.775351561903954,0.50051796503365
"BE24_T_24_Tumeru","be24",1,"Turdus merula","Common Blackbird","Tumeru",299.958805888891,56.4332805919647,20.51,19.6890048980713,48.8915145492554,-478.661200809479,224.794583869427,0.271539761258318,0.635543750673533,0.394118281342089
"BE24_T_25_Tumeru","be24",1,"Turdus merula","Common Blackbird","Tumeru",301.691712290049,48.5989334583282,22.97,19.852502822876,48.1136654281616,-929.829263706207,1154.63172725439,0.211240449706529,0.601978124007583,0.406687235087156
"BE24_T_26_Tumeru","be24",1,"Turdus merula","Common Blackbird","Tumeru",127.707104563713,86.4448341178894,0,19.7380542755127,48.3495892333984,-468.496823894158,2317.30517865837,0.0605099663459623,0.509885936826468,0.400468179956079
"BE24_T_27_Tumeru","be24",1,"Turdus merula","Common Blackbird","Tumeru",252.041023984551,65.4539489936829,8.04,18.4424114227295,51.7636211395264,-560.810227491856,1944.56497945786,0.131159520145302,0.557671876251698,0.388296107724309
"BE24_T_2_Cacard","be24",2,"Carduelis carduelis","European Goldfinch","Cacard",0,7.9775844271481,65.16,18.6062870025635,56.0524984359741,-775.155513417721,-1414.71841848493,0.510203622877598,0.802023437172175,0.557604299373925
"BE24_T_2_Cebrac","be24",1,"Certhia brachydactyla","Short-toed treecreeper","Cebrac",66.2997674196959,31.8569304823875,32.46,18.6062870025635,53.2067566299438,-248.2163857162,78.5983757221699,0.332133802272729,0.685642188638449,0.506149999797344
"BE24_T_2_Chchlo","be24",1,"Chloris chloris","European greenfinch","Chchlo",393.103644669056,65.1331868553162,10.4,18.6210193634033,53.9599412155151,-671.13606667757,2189.41129082888,0.116683309048822,0.550568749159575,0.356041169650853
"BE24_T_2_Cocorn","be24",1,"Corvus corone","Hooded Crow","Cocorn",148.852500736713,48.9831444644928,23.87,18.6210193634033,57.9182704162598,-951.361313512921,1577.41359329224,0.19232235195399,0.592815626487136,0.447990213558078
"BE24_T_2_Copalu","be24",2,"Columba palumbus","Common Wood Pigeon","Copalu",288.721568305045,56.5044842147827,6.17,18.7679237365723,51.7093904876709,-234.206724939346,1584.42173632205,0.175240617794716,0.586278125718236,0.460228580348194
"BE24_T_2_Demajo","be24",1,"Dendrocopos major","Great Spotted Woodpecker","Demajo",187.949981369078,45.6060956859589,16.32,18.6062870025635,49.606971206665,-2.25575110733509,711.996001024246,0.246919582603732,0.635839063301682,0.474209638424218
"BE24_T_2_Errube","be24",1,"Erithacus rubecula","European Robin","Errube",85.7537756534293,52.618877838999,13.86,21.7216115951538,48.4696544265747,-753.850495125055,1144.30855709076,0.194591404692619,0.601121874973178,0.446671868152916
"BE24_T_2_Frcoel","be24",2,"Fringilla coelebs","Common Chaffinch","Frcoel",9.94409143179655,1.01527596235275,77.41,20.0143466949463,52.6912147521973,-889.526071017981,-1964.09463220596,0.557901346385479,0.830092186778784,0.541004054173827
"BE24_T_2_Pacaer","be24",2,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",393.103644669056,65.1331868553162,10.4,18.6210193634033,53.9599412155151,-671.13606667757,2189.41129082888,0.116683309048822,0.550568749159575,0.356041169650853
"BE24_T_2_Pamajo","be24",2,"Parus major","Great Tit","Pamajo",127.707104563713,86.4448341178894,0,19.7380542755127,48.3495892333984,-468.496823894158,2317.30517865837,0.0605099663459623,0.509885936826468,0.400468179956079
"BE24_T_2_Phochr","be24",1,"Phoenicurus ochruros","Black Redstart","Phochr",107.089863836765,87.895337562561,0,19.1311836242676,64.2496615600586,805.370968718529,2411.2230986023,0.043765207532706,0.500584374517202,0.405326804667711
"BE24_T_2_Phphoe","be24",1,"Phoenicurus phoenicurus","Common Redstart","Phphoe",230.112357676029,34.6207557618618,31.81,20.0519323348999,47.9582499313355,-275.827562996894,1164.37672453821,0.236856141523313,0.627439063042402,0.413285638578236
"BE24_T_2_Pipica","be24",3,"Pica pica","Eurasian Magpie","Pipica",168.56052852422,67.3167347431183,11.27,23.2158813476562,58.465112953186,917.432372355461,1545.82207409263,0.159699501546056,0.572535937353969,0.376400585733354
"BE24_T_2_Sieuro","be24",1,"Sitta europaea","Eurasian Nuthatch","Sieuro",66.2997674196959,31.8569304823875,32.46,18.6062870025635,53.2067566299438,-248.2163857162,78.5983757221699,0.332133802272729,0.685642188638449,0.506149999797344
"BE24_T_2_Stvulg","be24",1,"Sturnus vulgaris","Common Starling","Stvulg",201.687727302313,72.3656720542908,3.09,18.6062870025635,49.3686036682129,-607.630003071725,1280.84870147705,0.176824284758623,0.590934375971556,0.363282175138593
