"transect","unique_ter_id","nvisits","sp_name","sp_english","sp_code","visit","pop_den","imperv","tcd","light","noise","veg_pca1","veg_pca2","ndvi","glcm","glcm_hmg"
"be10","BE10_T_22_Tumeru",2,"Turdus merula","Common Blackbird","Tumeru",2,231.179572705179,63.707183637619,7.03,20.2989635467529,46.3856761169434,-897.800882117748,1658.77778532505,0.168076213168388,0.584082812666893,0.368705685418099
"be10","BE10_T_23_Tumeru",4,"Turdus merula","Common Blackbird","Tumeru",2.5,173.974436766002,52.5151431596279,11.7825,18.8541788101196,54.8167586517334,-232.07162783131,1304.48084139571,0.207748735392161,0.606344531998038,0.329985841782764
"be10","BE10_T_24_Tumeru",4,"Turdus merula","Common Blackbird","Tumeru",2.5,129.669395717792,43.4775079786777,19.53,18.2349853515625,62.3844620895386,-745.8040368063,998.096917563379,0.259162476492711,0.636167968958616,0.290252042114735
"be10","BE10_T_25_Tumeru",2,"Turdus merula","Common Blackbird","Tumeru",3,170.242585476488,46.6383469986916,17.07,18.2349853515625,55.6221088409424,-597.184616526514,979.597514784336,0.253675092735066,0.636481250375509,0.263887289129198
"be10","BE10_T_26_Tumeru",2,"Turdus merula","Common Blackbird","Tumeru",3.5,100.922686662525,57.1369896316528,13.55,18.9809169769287,56.1136386108398,47.7048665744066,1285.39676054478,0.168293253435422,0.581346875354648,0.541935744807124
"be10","BE10_T_27_Tumeru",4,"Turdus merula","Common Blackbird","Tumeru",2.5,155.542609035969,59.0504866504669,15.92,19.0605766296387,48.3394202041626,-555.478491396904,1569.37122600555,0.177532372031419,0.590251561850309,0.357146130017936
"be10","BE10_T_2_Chchlo",1,"Chloris chloris","European greenfinch","Chchlo",2,221.479705870152,67.9560965061188,4.19,21.2364778518677,51.458978767395,-357.633258945942,1869.88973726392,0.138300453245902,0.562734373956919,0.305334276258945
"be10","BE10_T_2_Cocorn",3,"Corvus corone","Hooded Crow","Cocorn",3,258.901685024301,59.7948648929596,7.50666666666667,17.6067804336548,46.1024163945516,83.2054463567647,1349.27765502453,0.163515150937455,0.582292707984646,0.427210407828291
"be10","BE10_T_2_Copalu",4,"Columba palumbus","Common Wood Pigeon","Copalu",2.5,169.262688808143,58.71929895401,9.66,17.6658973693848,47.5452405166626,-194.736253559589,1632.16281051874,0.15922014654614,0.570198437049985,0.402351747006178
"be10","BE10_T_2_Pacaer",3,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",2.33333333333333,257.185741091768,61.306771030426,10.2633333333333,16.0656135559082,45.1106308873494,-299.395734854539,1849.18493726979,0.123201731314087,0.555606249570846,0.389329902542134
"be10","BE10_T_2_Pamajo",2,"Parus major","Great Tit","Pamajo",1.5,229.004367217422,65.4781692647934,8.3,15.9655958175659,45.4763857841492,-187.511228556335,1922.45827125922,0.105851630620891,0.544627343229949,0.409846457270905
"be10","BE10_T_2_Pipica",1,"Pica pica","Eurasian Magpie","Pipica",3,231.179572705179,63.707183637619,7.03,20.2989635467529,46.3856761169434,-897.800882117748,1658.77778532505,0.168076213168388,0.584082812666893,0.368705685418099
"be10","BE10_T_2_Stvulg",2,"Sturnus vulgaris","Common Starling","Stvulg",2,154.221756963991,82.552473988533,2.095,21.9772133827209,60.0662379264832,305.875609694719,2340.58769063056,0.0485956900661768,0.505106249786913,0.441571721732616
"be10","BE10_T_2_Syatri",1,"Sylvia atricapilla","Eurasian Blackcap","Syatri",2,219.204006679356,64.5592867851257,4.18,18.5752744674683,45.3288627243042,-453.946051112413,1536.23510448471,0.157251218197562,0.573025000914931,0.411191021874547
"be10","BE10_T_2_Tumeru",3,"Turdus merula","Common Blackbird","Tumeru",3,127.895109850913,63.6254200458527,5.76,16.2656490325928,47.7491981124878,168.505277125835,1572.8570319438,0.14256245965109,0.566176562681794,0.403251507245004
"be10","BE10_T_3_Cocorn",2,"Corvus corone","Hooded Crow","Cocorn",2.5,281.412926971912,55.5342319297791,6.46,17.822473526001,45.0464172363281,-504.007450999022,1427.38247779846,0.182313045455958,0.586131249368191,0.430431487597525
"be10","BE10_T_3_Copalu",2,"Columba palumbus","Common Wood Pigeon","Copalu",2.5,217.780732348561,68.0343577003479,6.61,20.0984292984009,50.0159656524658,82.1419134366512,2015.8486844492,0.0966633078742598,0.534506248906255,0.591367176920176
"be10","BE10_T_3_Pacaer",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",3,264.918219521642,60.2265697002411,6.22,17.6067804336548,45.3094582748413,179.288134999573,1329.56308710098,0.166872061787144,0.584021875485778,0.45343466848135
"be10","BE10_T_3_Pamajo",3,"Parus major","Great Tit","Pamajo",2.33333333333333,137.335968244821,58.4126543108622,15.13,19.0340234120687,50.9308263397217,-354.417372073134,1474.71307085196,0.174452665832753,0.587283333018422,0.418742668280999
"be10","BE10_T_3_Pipica",1,"Pica pica","Eurasian Magpie","Pipica",2,219.204006679356,64.5592867851257,4.18,18.5752744674683,45.3288627243042,-453.946051112413,1536.23510448471,0.157251218197562,0.573025000914931,0.411191021874547
"be10","BE10_T_3_Tumeru",2,"Turdus merula","Common Blackbird","Tumeru",2,208.774502687156,58.9979876852036,10.735,15.9655958175659,46.2401270103455,220.030354326814,1554.59534722567,0.146280644114122,0.56736874949187,0.411326888008043
"be10","BE10_T_4_Cocorn",2,"Corvus corone","Hooded Crow","Cocorn",1.5,256.052337070927,57.0212234210968,7.115,18.1988739967346,44.2727681350708,-437.333401896357,1377.37848204382,0.178011090427426,0.584870313107967,0.42805458124727
"be10","BE10_T_4_Copalu",1,"Columba palumbus","Common Wood Pigeon","Copalu",4,202.314535496756,66.1104905891418,2.17,20.0864231300354,45.5773725891113,-33.0801160956919,1810.82263664246,0.115139943480463,0.54902500025928,0.510002470910549
"be10","BE10_T_4_Pacaer",2,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",1.5,260.405818648636,59.90279109478,7.185,17.6067804336548,45.904176864624,107.226118517467,1344.34901304364,0.164354378649878,0.582724999859929,0.433766472991556
"be10","BE10_T_4_Pamajo",1,"Parus major","Great Tit","Pamajo",3,281.412926971912,55.5342319297791,6.46,17.822473526001,45.0464172363281,-504.007450999022,1427.38247779846,0.182313045455958,0.586131249368191,0.430431487597525
"be10","BE10_T_4_Pipica",2,"Pica pica","Eurasian Magpie","Pipica",1.5,189.567682637833,74.8926914525032,2.955,21.9772133827209,57.2889883232117,-229.394900982678,2232.21497549474,0.0824466537586522,0.527417186908424,0.386051199715585
"be10","BE10_T_4_Tumeru",4,"Turdus merula","Common Blackbird","Tumeru",2.5,156.990029230714,61.0765454483032,8.62,20.2989635467529,50.1430781555176,1.50530247688293,1614.60211322188,0.148494197820837,0.569396874457598,0.422792711481452
"be10","BE10_T_5_Cocorn",1,"Corvus corone","Hooded Crow","Cocorn",1,35.3609321117401,46.2987271881103,15.05,18.5752744674683,48.4992353820801,-66.4635858082771,391.353116590381,0.261902131342358,0.633850000277162,0.466657361015677
"be10","BE10_T_5_Copalu",3,"Columba palumbus","Common Wood Pigeon","Copalu",2,286.995140276849,70.5940988222758,2.05333333333333,18.5752744674683,44.972447420756,-142.861549021006,1655.93741020009,0.132117362924788,0.558110416804751,0.473338047688206
"be10","BE10_T_5_Pacaer",2,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",1.5,35.3609321117401,46.2987271881103,15.05,18.5752744674683,48.4992353820801,-66.4635858082771,391.353116590381,0.261902131342358,0.633850000277162,0.466657361015677
"be10","BE10_T_5_Pamajo",1,"Parus major","Great Tit","Pamajo",2,35.3609321117401,46.2987271881103,15.05,18.5752744674683,48.4992353820801,-66.4635858082771,391.353116590381,0.261902131342358,0.633850000277162,0.466657361015677
"be10","BE10_T_5_Tumeru",2,"Turdus merula","Common Blackbird","Tumeru",2.5,204.689232558012,69.1094668340683,4.315,16.6361615180969,45.9415543746948,163.715212668926,1735.92068016425,0.110336695164224,0.547856249846518,0.462415394969285
"be10","BE10_T_6_Cocorn",3,"Corvus corone","Hooded Crow","Cocorn",2.33333333333333,258.230143051594,54.7380455684662,8.11,17.822473526001,44.5930040359497,-441.706760257483,1287.98338300109,0.199144989401648,0.604178125858307,0.4055300578475
"be10","BE10_T_6_Copalu",1,"Columba palumbus","Common Wood Pigeon","Copalu",3,281.412926971912,55.5342319297791,6.46,17.822473526001,45.0464172363281,-504.007450999022,1427.38247779846,0.182313045455958,0.586131249368191,0.430431487597525
"be10","BE10_T_6_Pacaer",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",2,202.267180368304,56.5813012266159,8.38,19.0605766296387,50.0400730895996,-11.2876847463846,1400.44234841347,0.188781693772762,0.596507813483477,0.334442190676928
"be10","BE10_T_6_Pamajo",3,"Parus major","Great Tit","Pamajo",2,201.225331368546,67.4856617482503,1.97333333333333,19.9491047668457,45.6439179865519,-156.275600812634,1752.91266558011,0.126900782182444,0.556224999601642,0.495931417929629
"be10","BE10_T_6_Tumeru",1,"Turdus merula","Common Blackbird","Tumeru",3,137.058213844895,54.7943499851227,9.2,15.6655426025391,50.0834880828857,-299.887989859581,1332.22513318062,0.183039829457703,0.587332813069224,0.439346406832337
"be10","BE10_T_7_Cocorn",2,"Corvus corone","Hooded Crow","Cocorn",2.5,202.314535496756,66.1104905891418,2.17,20.0864231300354,45.5773725891113,-33.0801160956919,1810.82263664246,0.115139943480463,0.54902500025928,0.510002470910549
"be10","BE10_T_7_Copalu",4,"Columba palumbus","Common Wood Pigeon","Copalu",2.5,258.149618212134,59.7409017920494,7.6675,17.6067804336548,46.2015361595154,71.1951102764136,1351.74197601497,0.163095537081244,0.582076562047005,0.423932375246659
"be10","BE10_T_7_Pacaer",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",2,155.542609035969,59.0504866504669,15.92,19.0605766296387,48.3394202041626,-555.478491396904,1569.37122600555,0.177532372031419,0.590251561850309,0.357146130017936
"be10","BE10_T_7_Pamajo",1,"Parus major","Great Tit","Pamajo",3,221.479705870152,67.9560965061188,4.19,21.2364778518677,51.458978767395,-357.633258945942,1869.88973726392,0.138300453245902,0.562734373956919,0.305334276258945
"be10","BE10_T_7_Tumeru",5,"Turdus merula","Common Blackbird","Tumeru",2.6,186.072701767087,61.3478177833557,7.422,16.4420377349854,47.9476835098267,-76.2610970620327,1504.99968351227,0.148710875696386,0.569842499762773,0.435657098025084
"be10","BE10_T_8_Cocorn",3,"Corvus corone","Hooded Crow","Cocorn",2,143.463492791479,82.7035720650355,4.90666666666667,22.2241252263387,62.5609941864014,867.331543273926,2385.20850656192,0.0419448609342605,0.499638542234898,0.511602463672558
"be10","BE10_T_8_Copalu",4,"Columba palumbus","Common Wood Pigeon","Copalu",2.5,202.433032121509,68.9475775313377,4.7975,16.6361615180969,46.2389136695862,127.684204427872,1743.31364313558,0.109077853595591,0.547207812033594,0.452581297224388
"be10","BE10_T_8_Pacaer",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",1,156.990029230714,61.0765454483032,8.62,20.2989635467529,50.1430781555176,1.50530247688293,1614.60211322188,0.148494197820837,0.569396874457598,0.422792711481452
"be10","BE10_T_8_Pamajo",1,"Parus major","Great Tit","Pamajo",2,218.165256237611,84.4319138908386,1.74,20.5917140960693,63.9899416732788,-589.283921632916,2680.65388413429,0.0143412286155217,0.486425000727177,0.435598823316395
"be10","BE10_T_8_Tumeru",2,"Turdus merula","Common Blackbird","Tumeru",1.5,217.780732348561,68.0343577003479,6.61,20.0984292984009,50.0159656524658,82.1419134366512,2015.8486844492,0.0966633078742598,0.534506248906255,0.591367176920176
"be10","BE10_T_9_Cocorn",2,"Corvus corone","Hooded Crow","Cocorn",2,219.822481053881,76.1940051984787,2.965,20.9140959739685,57.7244602203369,-473.458590289429,2275.27181069911,0.0763208409307117,0.524579687342048,0.37046654978767
"be10","BE10_T_9_Copalu",3,"Columba palumbus","Common Wood Pigeon","Copalu",2,144.460245594382,77.9923639678955,2.41,15.6655426025391,46.5736504745483,148.142290338278,2142.27827322751,0.0538013285413035,0.511690624207258,0.471396121457219
"be10","BE10_T_9_Pacaer",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",1,195.780904661864,83.0496008300781,0,20.1316398620605,64.1231198883057,12.5600424814224,2367.10354133606,0.0477160157356411,0.50548125050962,0.498186638429761
"be10","BE10_T_9_Pamajo",1,"Parus major","Great Tit","Pamajo",3,202.267180368304,56.5813012266159,8.38,19.0605766296387,50.0400730895996,-11.2876847463846,1400.44234841347,0.188781693772762,0.596507813483477,0.334442190676928
"be10","BE10_T_9_Tumeru",4,"Turdus merula","Common Blackbird","Tumeru",2.5,258.149618212134,59.7409017920494,7.6675,17.6067804336548,46.2015361595154,71.1951102764136,1351.74197601497,0.163095537081244,0.582076562047005,0.423932375246659
"be11","BE11_T_10_Cebrac",1,"Certhia brachydactyla","Short-toed treecreeper","Cebrac",4,2.74735000729561,36.4326828888059,36.07,16.185884475708,68.819927444458,-473.344443922639,429.585552325249,0.278914632899687,0.652824998050928,0.450090308859944
"be11","BE11_T_10_Chchlo",3,"Chloris chloris","European greenfinch","Chchlo",3,0.0108538130298257,20.3848737606406,28.88,22.3016754150391,51.5959674453735,26.9229153075814,-838.054714274406,0.423546256646514,0.747509376108646,0.562641613744199
"be11","BE11_T_10_Cocorn",1,"Corvus corone","Hooded Crow","Cocorn",1,67.5718299802393,58.9625733757019,7.59,18.2785064697266,67.8348232650757,322.799082995057,984.146761923432,0.214587177598878,0.61471093736589,0.421856963708997
"be11","BE11_T_10_Copalu",1,"Columba palumbus","Common Wood Pigeon","Copalu",4,67.1199086904526,32.0325214219093,20.38,17.5354690551758,52.2043243026733,-303.907182011604,-75.5705445885658,0.360718321097956,0.698392187803984,0.431962014585733
"be11","BE11_T_10_Pacaer",5,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",3.2,47.6260865449905,37.7575285320282,13.062,17.230638885498,48.6882854614258,-18.264684773922,94.0658808610439,0.338150008906712,0.689633750572801,0.453826813653111
"be11","BE11_T_10_Pamajo",2,"Parus major","Great Tit","Pamajo",2,44.2233659029007,42.01564477548,27.995,17.5354690551758,50.3891773605347,-231.071946928501,491.532299028635,0.29727735961038,0.66667343750596,0.459498172011226
"be11","BE11_T_10_Stvulg",3,"Sturnus vulgaris","Common Starling","Stvulg",1.33333333333333,36.3155930836995,52.8402883338928,14.69,12.9654874165853,64.0834223429362,-328.963272321622,898.006429972897,0.257539500757521,0.633790103693803,0.469511082110306
"be11","BE11_T_10_Syatri",2,"Sylvia atricapilla","Eurasian Blackcap","Syatri",2.5,60.4065235555172,33.4326888391376,38.46,17.5354690551758,50.3232510375977,-534.834624437094,80.5063980650902,0.336950283937476,0.689801561683416,0.463318807296455
"be11","BE11_T_10_Trtrog",2,"Troglodytes troglodytes","Eurasian wren","Trtrog",3.5,81.1536858552136,23.1527049905062,43.13,12.9641313552856,62.9250804138184,-612.254024844766,-229.04156104207,0.380704601553298,0.7190578122437,0.489077313989401
"be11","BE11_T_10_Tumeru",1,"Turdus merula","Common Blackbird","Tumeru",3,17.8219619188458,24.779563293457,31.56,21.5202980041504,52.3859642410278,-332.85520185709,159.711959478855,0.333970483268786,0.683689062222838,0.497128687053919
"be11","BE11_T_11_Cebrac",2,"Certhia brachydactyla","Short-toed treecreeper","Cebrac",2.5,4.54927587648854,36.936591745764,38.13,16.7034805297852,66.4775485229492,-535.636143932343,945.051279271245,0.256205460570345,0.639442187324166,0.425550548732281
"be11","BE11_T_11_Chchlo",2,"Chloris chloris","European greenfinch","Chchlo",2.5,70.6955540776253,52.8585014533997,10.96,20.7273082733154,55.3475316238403,364.609819040298,1160.26373052359,0.20759933025809,0.605681248903275,0.420081117711961
"be11","BE11_T_11_Cocorn",2,"Corvus corone","Hooded Crow","Cocorn",1.5,28.3176001245156,17.3710494267941,36.04,22.3016754150391,54.1356796646118,-180.277348495722,-626.234964704812,0.414248078959063,0.741381250470877,0.610164615772665
"be11","BE11_T_11_Copalu",1,"Columba palumbus","Common Wood Pigeon","Copalu",4,80.1637530326843,30.225298024416,19.58,18.2785064697266,55.1354451751709,-182.516911899447,-214.479282608032,0.355307756711263,0.6986375002563,0.515921416208148
"be11","BE11_T_11_Pacaer",2,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",2,46.7488184571266,32.9571766924858,15.23,17.5354690551758,48.9727406311035,-331.237666771412,-89.9597264420986,0.36720364664041,0.709945313632488,0.448038124926388
"be11","BE11_T_11_Pamajo",2,"Parus major","Great Tit","Pamajo",1.5,46.7488184571266,32.9571766924858,15.23,17.5354690551758,48.9727406311035,-331.237666771412,-89.9597264420986,0.36720364664041,0.709945313632488,0.448038124926388
"be11","BE11_T_11_Stvulg",4,"Sturnus vulgaris","Common Starling","Stvulg",1.75,99.330356225837,43.2839462429285,17.95,12.9652408599854,62.7296478652954,102.627456035614,619.872141306996,0.279391270595952,0.650612500682473,0.440651917904615
"be11","BE11_T_11_Syatri",1,"Sylvia atricapilla","Eurasian Blackcap","Syatri",3,63.8616297394037,55.888915271759,5.47,16.0113182067871,47.205845451355,1537.84097972155,1099.22552128792,0.21328326974588,0.621203125044703,0.420082598589361
"be11","BE11_T_11_Tumeru",1,"Turdus merula","Common Blackbird","Tumeru",3,81.1214042883366,33.9200547790527,24.41,20.6924078369141,58.2511941146851,-59.2188121980429,103.738596880436,0.328836755186785,0.685504687130451,0.450798585191369
"be11","BE11_T_12_Copalu",1,"Columba palumbus","Common Wood Pigeon","Copalu",4,60.5317673478276,36.1353340911865,27.97,18.7738647460938,68.0092242050171,-785.958770202696,828.773025119305,0.283015002377797,0.657248438149691,0.492188037186861
"be11","BE11_T_12_Pacaer",1,"Cyanistes caeruleus","Eurasian Blue Tit","Pacaer",1,67.1199086904526,32.0325214219093,20.38,17.5354690551758,52.2043243026733,-303.907182011604,-75.5705445885658,0.360718321097956,0.698392187803984,0.431962014585733
"be11","BE11_T_12_Pamajo",1,"Parus major","Great Tit","Pamajo",3,67.1199086904526,32.0325214219093,20.38,17.5354690551758,52.2043243026733,-303.907182011604,-75.5705445885658,0.360718321097956,0.698392187803984,0.431962014585733
"be11","BE11_T_12_Stvulg",2,"Sturnus vulgaris","Common Starling","Stvulg",3.5,59.9862310804892,33.155341052115,31.05,12.9646861076355,62.9377352523804,-653.638687288761,140.68567577064,0.347074868421696,0.693085155673325,0.486373966783285
"be11","BE11_T_12_Syatri",1,"Sylvia atricapilla","Eurasian Blackcap","Syatri",4,0.442941079614684,1.74095318198204,52.22,16.7034805297852,58.8691114807129,-2120.15828988731,694.85797929287,0.295395742689725,0.656620313599706,0.379402012862265
"be11","BE11_T_12_Tumeru",1,"Turdus merula","Common Blackbird","Tumeru",2,60.4458950962871,46.5907335567474,13.29,18.7738647460938,54.6945920562744,586.715792342424,764.326691760868,0.247727052067348,0.63404218710959,0.447244378067553
